Timestamp_Video_s,Anotador,Classe
30.7667,Manual,Mixer
30.8000,Manual,Mixer
30.8333,Manual,Mixer
30.8667,Manual,Mixer
30.9000,Manual,Mixer
30.9333,Manual,Mixer
30.9667,Manual,Mixer
31.0000,Manual,Mixer
31.0333,Manual,Mixer
31.0667,Manual,Mixer
31.1000,Manual,Mixer
31.1333,Manual,Mixer
31.1667,Manual,Mixer
31.2000,Manual,Mixer
31.2333,Manual,Mixer
31.2667,Manual,Mixer
31.3000,Manual,Mixer
31.3333,Manual,Mixer
31.3667,Manual,Mixer
31.4000,Manual,Mixer
31.4333,Manual,Mixer
31.4667,Manual,Mixer
31.5000,Manual,Mixer
31.5333,Manual,Mixer
31.5667,Manual,Mixer
31.6000,Manual,Mixer
31.6333,Manual,Mixer
31.6667,Manual,Mixer
31.7000,Manual,Mixer
31.7333,Manual,Mixer
31.7667,Manual,Mixer
31.8000,Manual,Mixer
31.8333,Manual,Mixer
31.8667,Manual,Mixer
31.9000,Manual,Mixer
31.9333,Manual,Mixer
31.9667,Manual,Mixer
32.0000,Manual,Mixer
32.0333,Manual,Mixer
32.0667,Manual,Mixer
32.1000,Manual,Mixer
32.1333,Manual,Mixer
32.1667,Manual,Mixer
32.2000,Manual,Mixer
32.2333,Manual,Mixer
32.2667,Manual,Mixer
32.3000,Manual,Mixer
32.3333,Manual,Mixer
32.3667,Manual,Mixer
32.4000,Manual,Mixer
32.4333,Manual,Mixer
32.4667,Manual,Mixer
32.5000,Manual,Mixer
32.5333,Manual,Mixer
32.5667,Manual,Mixer
32.6000,Manual,Mixer
32.6333,Manual,Mixer
32.6667,Manual,Mixer
32.7000,Manual,Mixer
32.7333,Manual,Mixer
32.7667,Manual,Mixer
32.8000,Manual,Mixer
32.8333,Manual,Mixer
32.8667,Manual,Mixer
32.9000,Manual,Mixer
32.9333,Manual,Mixer
32.9667,Manual,Mixer
33.0000,Manual,Mixer
33.0333,Manual,Mixer
33.0667,Manual,Mixer
33.1000,Manual,Mixer
33.1333,Manual,Mixer
33.1667,Manual,Mixer
33.2000,Manual,Mixer
33.2333,Manual,Mixer
33.2667,Manual,Mixer
33.3000,Manual,Mixer
33.3333,Manual,Mixer
33.3667,Manual,Mixer
33.4000,Manual,Mixer
33.4333,Manual,Mixer
33.4667,Manual,Mixer
33.5000,Manual,Mixer
33.5333,Manual,Mixer
33.5667,Manual,Mixer
33.6000,Manual,Mixer
33.6333,Manual,Mixer
33.6667,Manual,Mixer
33.7000,Manual,Mixer
33.7333,Manual,Mixer
33.7667,Manual,Mixer
33.8000,Manual,Mixer
33.8333,Manual,Mixer
33.8667,Manual,Mixer
33.9000,Manual,Mixer
33.9333,Manual,Mixer
33.9667,Manual,Mixer
34.0000,Manual,Mixer
34.0333,Manual,Mixer
34.0667,Manual,Mixer
34.1000,Manual,Mixer
34.1333,Manual,Mixer
34.1667,Manual,Mixer
34.2000,Manual,Mixer
34.2333,Manual,Mixer
34.2667,Manual,Mixer
34.3000,Manual,Mixer
34.3333,Manual,Mixer
34.3667,Manual,Mixer
34.4000,Manual,Mixer
34.4333,Manual,Mixer
34.4667,Manual,Mixer
34.5000,Manual,Mixer
34.5333,Manual,Mixer
34.5667,Manual,Mixer
34.6000,Manual,Mixer
34.6333,Manual,Mixer
34.6667,Manual,Mixer
34.7000,Manual,Mixer
34.7333,Manual,Mixer
34.7667,Manual,Mixer
34.8000,Manual,Mixer
34.8333,Manual,Mixer
34.8667,Manual,Mixer
34.9000,Manual,Mixer
34.9333,Manual,Mixer
34.9667,Manual,Mixer
35.0000,Manual,Mixer
35.0333,Manual,Mixer
35.0667,Manual,Mixer
35.1000,Manual,Mixer
35.1333,Manual,Mixer
35.1667,Manual,Mixer
35.2000,Manual,Mixer
35.2333,Manual,Mixer
35.2667,Manual,Mixer
35.3000,Manual,Mixer
35.3333,Manual,Mixer
35.3667,Manual,Mixer
35.4000,Manual,Mixer
35.4333,Manual,Mixer
35.4667,Manual,Mixer
35.5000,Manual,Mixer
35.5333,Manual,Mixer
35.5667,Manual,Mixer
35.6000,Manual,Mixer
35.6333,Manual,Mixer
35.6667,Manual,Mixer
35.7000,Manual,Mixer
35.7333,Manual,Mixer
35.7667,Manual,Mixer
35.8000,Manual,Mixer
35.8333,Manual,Mixer
35.8667,Manual,Mixer
35.9000,Manual,Mixer
35.9333,Manual,Mixer
35.9667,Manual,Mixer
36.0000,Manual,Mixer
36.0333,Manual,Mixer
36.0667,Manual,Mixer
36.1000,Manual,Mixer
36.1333,Manual,Mixer
36.1667,Manual,Mixer
36.2000,Manual,Mixer
36.2333,Manual,Mixer
36.2667,Manual,Mixer
36.3000,Manual,Mixer
36.3333,Manual,Mixer
36.3667,Manual,Mixer
36.4000,Manual,Mixer
36.4333,Manual,Mixer
36.4667,Manual,Mixer
36.5000,Manual,Mixer
36.5333,Manual,Mixer
36.5667,Manual,Mixer
36.6000,Manual,Mixer
36.6333,Manual,Mixer
36.6667,Manual,Mixer
36.7000,Manual,Mixer
36.7333,Manual,Mixer
36.7667,Manual,Mixer
36.8000,Manual,Mixer
36.8333,Manual,Mixer
36.8667,Manual,Mixer
36.9000,Manual,Mixer
36.9333,Manual,Mixer
36.9667,Manual,Mixer
37.0000,Manual,Mixer
37.0333,Manual,Mixer
37.0667,Manual,Mixer
37.1000,Manual,Mixer
37.1333,Manual,Mixer
37.1667,Manual,Mixer
37.2000,Manual,Mixer
37.2333,Manual,Mixer
37.2667,Manual,Mixer
37.3000,Manual,Mixer
37.3333,Manual,Mixer
37.3667,Manual,Mixer
37.4000,Manual,Mixer
37.4333,Manual,Mixer
37.4667,Manual,Mixer
37.5000,Manual,Mixer
37.5333,Manual,Mixer
37.5667,Manual,Mixer
37.6000,Manual,Mixer
37.6333,Manual,Mixer
37.6667,Manual,Mixer
37.7000,Manual,Mixer
37.7333,Manual,Mixer
37.7667,Manual,Mixer
37.8000,Manual,Mixer
37.8333,Manual,Mixer
37.8667,Manual,Mixer
37.9000,Manual,Mixer
37.9333,Manual,Mixer
37.9667,Manual,Mixer
38.0000,Manual,Mixer
38.0333,Manual,Mixer
38.0667,Manual,Mixer
38.1000,Manual,Mixer
38.1333,Manual,Mixer
38.1667,Manual,Mixer
38.2000,Manual,Mixer
38.2333,Manual,Mixer
38.2667,Manual,Mixer
38.3000,Manual,Mixer
38.3333,Manual,Mixer
38.3667,Manual,Mixer
38.4000,Manual,Mixer
38.4333,Manual,Mixer
38.4667,Manual,Mixer
38.5000,Manual,Mixer
38.5333,Manual,Mixer
38.5667,Manual,Mixer
38.6000,Manual,Mixer
38.6333,Manual,Mixer
38.6667,Manual,Mixer
38.7000,Manual,Mixer
38.7333,Manual,Mixer
38.7667,Manual,Mixer
38.8000,Manual,Mixer
38.8333,Manual,Mixer
38.8667,Manual,Mixer
38.9000,Manual,Mixer
38.9333,Manual,Mixer
38.9667,Manual,Mixer
39.0000,Manual,Mixer
39.0333,Manual,Mixer
39.0667,Manual,Mixer
39.1000,Manual,Mixer
39.1333,Manual,Mixer
39.1667,Manual,Mixer
39.2000,Manual,Mixer
39.2333,Manual,Mixer
39.2667,Manual,Mixer
39.3000,Manual,Mixer
39.3333,Manual,Mixer
39.3667,Manual,Mixer
39.4000,Manual,Mixer
39.4333,Manual,Mixer
39.4667,Manual,Mixer
39.5000,Manual,Mixer
39.5333,Manual,Mixer
39.5667,Manual,Mixer
39.6000,Manual,Mixer
39.6333,Manual,Mixer
39.6667,Manual,Mixer
39.7000,Manual,Mixer
39.7333,Manual,Mixer
39.7667,Manual,Mixer
39.8000,Manual,Mixer
39.8333,Manual,Mixer
39.8667,Manual,Mixer
39.9000,Manual,Mixer
39.9333,Manual,Mixer
39.9667,Manual,Mixer
40.0000,Manual,Mixer
40.0333,Manual,Mixer
40.0667,Manual,Mixer
40.1000,Manual,Mixer
40.1333,Manual,Mixer
40.1667,Manual,Mixer
40.2000,Manual,Mixer
40.2333,Manual,Mixer
40.2667,Manual,Mixer
40.3000,Manual,Mixer
40.3333,Manual,Mixer
40.3667,Manual,Mixer
40.4000,Manual,Mixer
40.4333,Manual,Mixer
40.4667,Manual,Mixer
40.5000,Manual,Mixer
40.5333,Manual,Mixer
40.5667,Manual,Mixer
40.6000,Manual,Mixer
40.6333,Manual,Mixer
40.6667,Manual,Mixer
40.7000,Manual,Mixer
40.7333,Manual,Mixer
40.7667,Manual,Mixer
40.8000,Manual,Mixer
40.8333,Manual,Mixer
40.8667,Manual,Mixer
40.9000,Manual,Mixer
40.9333,Manual,Mixer
40.9667,Manual,Mixer
41.0000,Manual,Mixer
41.0333,Manual,Mixer
41.0667,Manual,Mixer
41.1000,Manual,Mixer
41.1333,Manual,Mixer
41.1667,Manual,Mixer
41.2000,Manual,Mixer
41.2333,Manual,Mixer
41.2667,Manual,Mixer
41.3000,Manual,Mixer
41.3333,Manual,Mixer
41.3667,Manual,Mixer
41.4000,Manual,Mixer
41.4333,Manual,Mixer
41.4667,Manual,Mixer
41.5000,Manual,Mixer
41.5333,Manual,Mixer
41.5667,Manual,Mixer
41.6000,Manual,Mixer
41.6333,Manual,Mixer
41.6667,Manual,Mixer
41.7000,Manual,Mixer
41.7333,Manual,Mixer
41.7667,Manual,Mixer
41.8000,Manual,Mixer
41.8333,Manual,Mixer
41.8667,Manual,Mixer
41.9000,Manual,Mixer
41.9333,Manual,Mixer
41.9667,Manual,Mixer
42.0000,Manual,Mixer
42.0333,Manual,Mixer
42.0667,Manual,Mixer
42.1000,Manual,Mixer
42.1333,Manual,Mixer
42.1667,Manual,Mixer
42.2000,Manual,Mixer
42.2333,Manual,Mixer
42.2667,Manual,Mixer
42.3000,Manual,Mixer
42.3333,Manual,Mixer
42.3667,Manual,Mixer
42.4000,Manual,Mixer
42.4333,Manual,Mixer
42.4667,Manual,Mixer
42.5000,Manual,Mixer
42.5333,Manual,Mixer
42.5667,Manual,Mixer
42.6000,Manual,Mixer
42.6333,Manual,Mixer
42.6667,Manual,Mixer
42.7000,Manual,Mixer
42.7333,Manual,Mixer
42.7667,Manual,Mixer
42.8000,Manual,Mixer
42.8333,Manual,Mixer
42.8667,Manual,Mixer
