Timestamp_Video_s,Modelo,Classe,Confianca
6.8333,Especialista,Mixer,1.0000
6.8667,Especialista,Mixer,1.0000
6.9000,Especialista,Mixer,1.0000
6.9333,Especialista,Mixer,1.0000
6.9667,Especialista,Mixer,1.0000
7.0000,Especialista,Mixer,1.0000
7.0333,Especialista,Mixer,1.0000
7.0667,Especialista,Mixer,1.0000
7.1000,Especialista,Mixer,1.0000
7.1333,Especialista,Mixer,1.0000
7.1667,Especialista,Mixer,1.0000
7.2000,Especialista,Mixer,1.0000
7.2333,Especialista,Mixer,1.0000
7.2667,Especialista,Mixer,1.0000
7.3000,Especialista,Mixer,1.0000
7.3333,Especialista,Mixer,1.0000
7.3667,Especialista,Mixer,1.0000
7.4000,Especialista,Mixer,1.0000
7.4333,Especialista,Mixer,1.0000
7.4667,Especialista,Mixer,1.0000
7.5000,Especialista,Mixer,1.0000
7.5333,Especialista,Mixer,1.0000
7.5667,Especialista,Mixer,1.0000
7.6000,Especialista,Mixer,1.0000
7.6333,Especialista,Mixer,1.0000
7.6667,Especialista,Mixer,1.0000
7.7000,Especialista,Mixer,1.0000
7.7333,Especialista,Mixer,1.0000
7.7667,Especialista,Mixer,1.0000
7.8000,Especialista,Mixer,1.0000
7.8333,Especialista,Mixer,1.0000
7.8667,Especialista,Mixer,1.0000
7.9000,Especialista,Mixer,1.0000
7.9333,Especialista,Mixer,1.0000
7.9667,Especialista,Mixer,1.0000
8.0000,Especialista,Mixer,1.0000
8.0333,Especialista,Mixer,1.0000
8.0667,Especialista,Mixer,1.0000
8.1000,Especialista,Mixer,1.0000
8.1333,Especialista,Mixer,1.0000
8.1667,Especialista,Mixer,1.0000
8.2000,Especialista,Mixer,1.0000
8.2333,Especialista,Mixer,1.0000
8.2667,Especialista,Mixer,1.0000
8.3000,Especialista,Mixer,1.0000
8.3333,Especialista,Mixer,1.0000
8.3667,Especialista,Mixer,1.0000
8.4000,Especialista,Mixer,1.0000
8.4333,Especialista,Mixer,1.0000
8.4667,Especialista,Mixer,1.0000
8.5000,Especialista,Mixer,1.0000
8.5333,Especialista,Mixer,1.0000
8.5667,Especialista,Mixer,1.0000
8.6000,Especialista,Mixer,1.0000
8.6333,Especialista,Mixer,1.0000
8.6667,Especialista,Mixer,1.0000
8.7000,Especialista,Mixer,1.0000
8.7333,Especialista,Mixer,1.0000
8.7667,Especialista,Mixer,1.0000
8.8000,Especialista,Mixer,1.0000
8.8333,Especialista,Mixer,1.0000
8.8667,Especialista,Mixer,1.0000
8.9000,Especialista,Mixer,1.0000
8.9333,Especialista,Mixer,1.0000
8.9667,Especialista,Mixer,1.0000
9.0000,Especialista,Mixer,1.0000
9.0333,Especialista,Mixer,1.0000
9.0667,Especialista,Mixer,1.0000
9.1000,Especialista,Mixer,1.0000
9.1333,Especialista,Mixer,1.0000
9.1667,Especialista,Mixer,1.0000
9.2000,Especialista,Mixer,1.0000
9.2333,Especialista,Mixer,1.0000
9.2667,Especialista,Mixer,1.0000
9.3000,Especialista,Mixer,1.0000
9.3333,Especialista,Mixer,1.0000
9.3667,Especialista,Mixer,0.9999
9.4000,Especialista,Mixer,0.9999
9.4333,Especialista,Mixer,1.0000
9.4667,Especialista,Mixer,0.9999
9.5000,Especialista,Mixer,0.9999
9.5333,Especialista,Mixer,0.9999
9.5667,Especialista,Mixer,0.9999
9.6000,Especialista,Mixer,1.0000
9.6333,Especialista,Mixer,0.9999
9.6667,Especialista,Mixer,0.9999
9.7000,Especialista,Mixer,1.0000
9.7333,Especialista,Mixer,1.0000
9.7667,Especialista,Mixer,1.0000
9.8000,Especialista,Mixer,1.0000
9.8333,Especialista,Mixer,0.9999
9.8667,Especialista,Mixer,1.0000
9.9000,Especialista,Mixer,0.9998
9.9333,Especialista,Mixer,1.0000
9.9667,Especialista,Mixer,1.0000
10.0000,Especialista,Mixer,0.9999
10.0333,Especialista,Mixer,0.9999
10.0667,Especialista,Mixer,1.0000
10.1000,Especialista,Mixer,1.0000
10.1333,Especialista,Mixer,1.0000
10.1667,Especialista,Mixer,1.0000
10.2000,Especialista,Mixer,1.0000
10.2333,Especialista,Mixer,1.0000
10.2667,Especialista,Mixer,1.0000
10.3000,Especialista,Mixer,1.0000
10.3333,Especialista,Mixer,1.0000
10.3667,Especialista,Mixer,1.0000
10.4000,Especialista,Mixer,0.9999
10.4333,Especialista,Mixer,0.9999
10.4667,Especialista,Mixer,1.0000
10.5000,Especialista,Mixer,1.0000
10.5333,Especialista,Mixer,1.0000
10.5667,Especialista,Mixer,1.0000
10.6000,Especialista,Mixer,1.0000
10.6333,Especialista,Mixer,1.0000
10.6667,Especialista,Mixer,1.0000
10.7000,Especialista,Mixer,1.0000
10.7333,Especialista,Mixer,0.9997
10.7667,Especialista,Mixer,0.9994
10.8000,Especialista,Mixer,0.9994
10.8333,Especialista,Mixer,0.9997
10.8667,Especialista,Mixer,0.9997
10.9000,Especialista,Mixer,0.9999
10.9333,Especialista,Mixer,0.9997
10.9667,Especialista,Mixer,0.9999
11.0000,Especialista,Mixer,0.9998
11.0333,Especialista,Mixer,0.9998
11.0667,Especialista,Mixer,0.9999
11.1000,Especialista,Mixer,0.9999
11.1333,Especialista,Mixer,0.9998
11.1667,Especialista,Mixer,0.9997
11.2000,Especialista,Mixer,0.9999
11.2333,Especialista,Mixer,0.9998
11.2667,Especialista,Mixer,0.9999
11.3000,Especialista,Mixer,0.9999
11.3333,Especialista,Mixer,0.9998
11.3667,Especialista,Mixer,0.9999
11.4000,Especialista,Mixer,1.0000
11.4333,Especialista,Mixer,0.9999
11.4667,Especialista,Mixer,0.9999
11.5000,Especialista,Mixer,0.9998
11.5333,Especialista,Mixer,0.9998
11.5667,Especialista,Mixer,0.9999
11.6000,Especialista,Mixer,0.9998
11.6333,Especialista,Mixer,0.9999
11.6667,Especialista,Mixer,0.9998
11.7000,Especialista,Mixer,0.9990
11.7333,Especialista,Mixer,1.0000
11.7667,Especialista,Mixer,1.0000
11.8000,Especialista,Mixer,1.0000
11.8333,Especialista,Mixer,1.0000
11.8667,Especialista,Mixer,1.0000
11.9000,Especialista,Mixer,1.0000
11.9333,Especialista,Mixer,1.0000
11.9667,Especialista,Mixer,1.0000
12.0000,Especialista,Mixer,1.0000
12.0333,Especialista,Mixer,1.0000
12.0667,Especialista,Mixer,1.0000
12.1000,Especialista,Mixer,1.0000
12.1333,Especialista,Mixer,1.0000
12.1667,Especialista,Mixer,1.0000
12.2000,Especialista,Mixer,1.0000
12.2333,Especialista,Mixer,1.0000
12.2667,Especialista,Mixer,1.0000
12.3000,Especialista,Mixer,1.0000
12.3333,Especialista,Mixer,1.0000
12.3667,Especialista,Mixer,1.0000
12.4000,Especialista,Mixer,1.0000
12.4333,Especialista,Mixer,1.0000
12.4667,Especialista,Mixer,1.0000
12.5000,Especialista,Mixer,1.0000
12.5333,Especialista,Mixer,1.0000
12.5667,Especialista,Mixer,1.0000
12.6000,Especialista,Mixer,1.0000
12.6333,Especialista,Mixer,1.0000
12.6667,Especialista,Mixer,1.0000
12.7000,Especialista,Mixer,1.0000
12.7333,Especialista,Mixer,1.0000
12.7667,Especialista,Mixer,1.0000
12.8000,Especialista,Mixer,1.0000
12.8333,Especialista,Mixer,1.0000
12.8667,Especialista,Mixer,1.0000
12.9000,Especialista,Mixer,1.0000
12.9333,Especialista,Mixer,1.0000
12.9667,Especialista,Mixer,1.0000
13.0000,Especialista,Mixer,1.0000
13.0333,Especialista,Mixer,1.0000
13.0667,Especialista,Mixer,1.0000
13.1000,Especialista,Mixer,1.0000
13.1333,Especialista,Mixer,1.0000
13.1667,Especialista,Mixer,0.9999
13.2000,Especialista,Mixer,0.9996
13.2333,Especialista,Mixer,0.9999
13.2667,Especialista,Mixer,1.0000
13.3000,Especialista,Mixer,1.0000
13.3333,Especialista,Mixer,1.0000
13.3333,Geral,Mixer,0.5403
13.3667,Especialista,Mixer,1.0000
13.4000,Especialista,Mixer,1.0000
13.4333,Especialista,Mixer,1.0000
13.4667,Especialista,Mixer,1.0000
13.5000,Especialista,Mixer,1.0000
13.5333,Especialista,Mixer,1.0000
13.5667,Especialista,Mixer,1.0000
13.6000,Especialista,Mixer,1.0000
13.6333,Especialista,Mixer,1.0000
13.6667,Especialista,Mixer,1.0000
13.7000,Especialista,Mixer,1.0000
13.7333,Especialista,Mixer,1.0000
13.7667,Especialista,Mixer,1.0000
13.8000,Especialista,Mixer,0.9999
13.8333,Especialista,Mixer,1.0000
13.8667,Especialista,Mixer,1.0000
13.9000,Especialista,Mixer,1.0000
13.9333,Especialista,Mixer,1.0000
13.9667,Especialista,Mixer,1.0000
14.0000,Especialista,Mixer,1.0000
14.0333,Especialista,Mixer,1.0000
14.0667,Especialista,Mixer,0.9999
14.1000,Especialista,Mixer,1.0000
14.1333,Especialista,Mixer,0.9999
14.1667,Especialista,Mixer,0.9999
14.2000,Especialista,Mixer,1.0000
14.2000,Geral,Blender,0.5465
14.2333,Especialista,Mixer,0.9999
14.2667,Especialista,Mixer,1.0000
14.3000,Especialista,Mixer,1.0000
14.3333,Especialista,Mixer,1.0000
14.3667,Especialista,Mixer,1.0000
14.4000,Especialista,Mixer,1.0000
14.4333,Especialista,Mixer,1.0000
14.4667,Especialista,Mixer,1.0000
14.5000,Especialista,Mixer,1.0000
14.5333,Especialista,Mixer,1.0000
14.5667,Especialista,Mixer,1.0000
14.6000,Especialista,Mixer,1.0000
14.6333,Especialista,Mixer,1.0000
14.6667,Especialista,Mixer,1.0000
14.7000,Especialista,Mixer,1.0000
14.7333,Especialista,Mixer,1.0000
14.7667,Especialista,Mixer,1.0000
14.8000,Especialista,Mixer,1.0000
14.8333,Especialista,Mixer,1.0000
14.8667,Especialista,Mixer,1.0000
14.9000,Especialista,Mixer,1.0000
14.9333,Especialista,Mixer,1.0000
14.9667,Especialista,Mixer,1.0000
15.0000,Especialista,Mixer,1.0000
15.0333,Especialista,Mixer,1.0000
15.0667,Especialista,Mixer,1.0000
15.1000,Especialista,Mixer,1.0000
15.1333,Especialista,Mixer,1.0000
15.1667,Especialista,Mixer,1.0000
15.2000,Especialista,Mixer,1.0000
15.2333,Especialista,Mixer,1.0000
15.2667,Especialista,Mixer,1.0000
15.3000,Especialista,Mixer,1.0000
15.3333,Especialista,Mixer,1.0000
15.3667,Especialista,Mixer,1.0000
15.4000,Especialista,Mixer,1.0000
15.4333,Especialista,Mixer,1.0000
15.4667,Especialista,Mixer,1.0000
15.5000,Especialista,Mixer,1.0000
15.5333,Especialista,Mixer,1.0000
15.5667,Especialista,Mixer,1.0000
15.6000,Especialista,Mixer,1.0000
15.6333,Especialista,Mixer,1.0000
15.6667,Especialista,Mixer,1.0000
15.7000,Especialista,Mixer,1.0000
15.7333,Especialista,Mixer,1.0000
15.7667,Especialista,Mixer,1.0000
15.8000,Especialista,Mixer,1.0000
15.8333,Especialista,Mixer,1.0000
15.8667,Especialista,Mixer,1.0000
15.9000,Especialista,Mixer,1.0000
15.9333,Especialista,Mixer,1.0000
15.9667,Especialista,Mixer,1.0000
16.0000,Especialista,Mixer,1.0000
16.0333,Especialista,Mixer,1.0000
16.0667,Especialista,Mixer,1.0000
16.1000,Especialista,Mixer,1.0000
16.1333,Especialista,Mixer,1.0000
16.1667,Especialista,Mixer,1.0000
16.2000,Especialista,Mixer,1.0000
16.2333,Especialista,Mixer,1.0000
16.2667,Especialista,Mixer,1.0000
16.3000,Especialista,Mixer,1.0000
16.3333,Especialista,Mixer,1.0000
16.3667,Especialista,Mixer,1.0000
16.4000,Especialista,Mixer,1.0000
16.4333,Especialista,Mixer,1.0000
16.4667,Especialista,Mixer,1.0000
16.5000,Especialista,Mixer,1.0000
16.5333,Especialista,Mixer,1.0000
16.5667,Especialista,Mixer,1.0000
16.6000,Especialista,Mixer,1.0000
16.6333,Especialista,Mixer,1.0000
16.6667,Especialista,Mixer,1.0000
16.7000,Especialista,Mixer,1.0000
16.7333,Especialista,Mixer,1.0000
16.7667,Especialista,Mixer,1.0000
16.8000,Especialista,Mixer,1.0000
16.8333,Especialista,Mixer,1.0000
16.8667,Especialista,Mixer,1.0000
16.9000,Especialista,Mixer,1.0000
16.9333,Especialista,Mixer,1.0000
16.9667,Especialista,Mixer,1.0000
17.0000,Especialista,Mixer,1.0000
17.0333,Especialista,Mixer,1.0000
17.0667,Especialista,Mixer,1.0000
17.1000,Especialista,Mixer,0.9999
17.1333,Especialista,Mixer,0.9998
17.1667,Especialista,Mixer,0.9777
17.2000,Especialista,Mixer,1.0000
17.2333,Especialista,Mixer,0.9999
17.2667,Especialista,Mixer,0.9988
17.3000,Especialista,Mixer,0.9997
17.3333,Especialista,Mixer,0.9998
17.3667,Especialista,Mixer,1.0000
17.4000,Especialista,Mixer,1.0000
17.4333,Especialista,Mixer,1.0000
17.4667,Especialista,Mixer,1.0000
17.5000,Especialista,Mixer,1.0000
17.5333,Especialista,Mixer,1.0000
17.5667,Especialista,Mixer,1.0000
17.6000,Especialista,Mixer,1.0000
17.6333,Especialista,Mixer,1.0000
17.6667,Especialista,Mixer,1.0000
17.7000,Especialista,Mixer,1.0000
17.7333,Especialista,Mixer,1.0000
17.7667,Especialista,Mixer,1.0000
17.8000,Especialista,Mixer,1.0000
17.8333,Especialista,Mixer,1.0000
17.8667,Especialista,Mixer,1.0000
17.9000,Especialista,Mixer,1.0000
17.9333,Especialista,Mixer,1.0000
17.9667,Especialista,Mixer,1.0000
18.0000,Especialista,Mixer,1.0000
18.0333,Especialista,Mixer,1.0000
18.0667,Especialista,Mixer,1.0000
18.1000,Especialista,Mixer,1.0000
18.1333,Especialista,Mixer,1.0000
18.1667,Especialista,Mixer,1.0000
18.2000,Especialista,Mixer,1.0000
18.2333,Especialista,Mixer,1.0000
18.2667,Especialista,Mixer,1.0000
18.3000,Especialista,Mixer,1.0000
18.3333,Especialista,Mixer,1.0000
18.3667,Especialista,Mixer,1.0000
18.4000,Especialista,Mixer,1.0000
18.4333,Especialista,Mixer,1.0000
18.4667,Especialista,Mixer,1.0000
18.5000,Especialista,Mixer,1.0000
18.5333,Especialista,Mixer,1.0000
18.5667,Especialista,Mixer,1.0000
18.6000,Especialista,Mixer,1.0000
18.6333,Especialista,Mixer,1.0000
18.6667,Especialista,Mixer,1.0000
18.6667,Geral,Mixer,0.5206
18.7000,Especialista,Mixer,1.0000
18.7333,Especialista,Mixer,1.0000
18.7667,Especialista,Mixer,1.0000
18.8000,Especialista,Mixer,1.0000
18.8333,Especialista,Mixer,1.0000
18.8667,Especialista,Mixer,1.0000
18.9000,Especialista,Mixer,1.0000
18.9333,Especialista,Mixer,1.0000
18.9667,Especialista,Mixer,1.0000
19.0000,Especialista,Mixer,1.0000
19.0000,Geral,Mixer,0.6032
19.0333,Especialista,Mixer,1.0000
19.0667,Especialista,Mixer,1.0000
19.1000,Especialista,Mixer,1.0000
19.1000,Geral,Mixer,0.5856
19.1333,Especialista,Mixer,1.0000
19.1667,Especialista,Mixer,1.0000
19.2000,Especialista,Mixer,1.0000
19.2333,Especialista,Mixer,1.0000
19.2667,Especialista,Mixer,1.0000
19.3000,Especialista,Mixer,1.0000
